id_cliente,mes_ingresso,resposta,loja,idade,sexo,flag_aposentado,flag_bolsa_familia,flag_emprego_formal,flag_socio,qtd_consultas,rating_1,rating_2
156202,11,NA,3,29,f,0,0,1,0,0,D,9443
156203,11,NA,60,18,m,0,0,0,0,0,D,7848
156204,11,NA,70,40,f,0,0,0,0,0,C,7992
156205,11,NA,55,44,f,0,0,0,0,0,C,8719
156206,11,NA,23,23,m,0,0,0,0,0,E,7067
156207,11,NA,40,28,f,0,0,1,0,0,C,8645
156208,11,NA,97,20,f,0,0,0,0,0,B,7307
156209,11,NA,118,24,f,0,0,0,0,0,B,9203
156210,11,NA,57,20,m,0,0,0,0,1,E,8241
156211,11,NA,42,35,f,0,1,0,0,0,A,8559
156212,11,NA,122,22,f,0,0,0,0,0,E,8283
156213,11,NA,21,30,f,0,1,1,0,0,E,6472
156214,11,NA,65,67,m,1,0,0,1,0,C,8944
156215,11,NA,47,18,f,0,0,0,0,0,A,8448
156216,11,NA,120,19,f,0,0,0,0,0,E,7826
156217,11,NA,20,27,f,0,0,1,0,0,E,7992
156218,11,NA,8,29,m,0,0,0,0,0,C,8693
156219,11,NA,67,25,f,0,0,0,0,0,D,6802
156220,11,NA,74,66,m,0,0,1,0,0,D,7650
156221,11,NA,8,18,m,0,0,0,0,0,D,8174
156222,11,NA,122,22,m,0,0,0,0,0,E,7593
156223,11,NA,74,24,f,0,0,0,0,0,C,9159
156224,11,NA,120,23,m,0,0,0,0,0,E,6434
156225,11,NA,41,28,f,0,0,0,0,0,C,8985
156226,11,NA,38,35,m,0,0,1,0,0,E,8010
156227,11,NA,53,27,m,0,0,0,0,0,E,8436
156228,11,NA,8,26,m,0,0,0,0,0,E,5877
156229,11,NA,97,49,f,0,0,0,0,0,E,9083
156230,11,NA,8,26,m,0,0,1,0,0,E,6342
156231,11,NA,121,21,f,0,0,1,0,0,C,8719
156232,11,NA,28,65,m,1,0,0,0,0,C,9528
156233,11,NA,110,34,m,0,0,0,0,0,C,8556
156234,11,NA,59,44,m,0,0,0,0,0,D,7541
156235,11,NA,95,21,NA,0,0,0,0,0,E,8500
156236,11,NA,97,50,m,0,0,0,0,0,E,7933
156237,11,NA,38,29,m,0,0,1,0,0,D,8571
156238,11,NA,1,28,f,0,0,1,0,0,D,9325
156239,11,NA,94,20,m,0,0,0,0,0,E,7417
156240,11,NA,122,34,f,0,0,0,0,0,B,8971
156241,11,NA,26,42,m,0,0,0,0,0,B,9371
156242,11,NA,87,28,m,0,0,1,0,0,D,8488
156243,11,NA,71,26,m,0,0,1,0,0,C,9066
156244,11,NA,25,49,f,0,0,1,0,0,E,8212
156245,11,NA,67,52,f,0,0,0,1,0,E,8868
156246,11,NA,26,45,f,0,0,0,1,0,B,9542
156247,11,NA,38,55,f,0,0,0,0,0,E,9162
156248,11,NA,38,55,m,1,0,1,1,0,B,9793
156249,11,NA,109,43,f,0,0,0,0,0,E,7917
156250,11,NA,49,32,f,0,0,1,1,0,C,9270
156251,11,NA,72,27,f,0,0,1,0,0,C,9153
156252,11,NA,97,48,f,0,1,1,0,0,E,7944
156253,11,NA,12,53,f,0,1,0,0,0,B,9126
156254,11,NA,64,40,f,0,1,0,0,0,E,8006
156255,11,NA,20,29,f,0,0,1,0,0,E,9046
156256,11,NA,135,26,m,0,1,0,0,0,E,5896
156257,11,NA,64,29,f,0,0,0,0,0,E,9149
156258,11,NA,49,27,m,0,0,1,1,0,D,8819
156259,11,NA,95,23,m,0,0,1,0,0,E,8642
156260,11,NA,9,28,f,0,0,0,0,0,D,9218
156261,11,NA,135,21,m,0,0,1,0,0,D,8531
156262,11,NA,49,29,f,0,0,1,0,0,A,9589
156263,11,NA,73,35,m,0,0,1,0,0,C,9258
156264,11,NA,90,55,f,0,0,0,1,0,E,9357
156265,11,NA,135,19,f,0,0,0,0,0,E,7247
156266,11,NA,21,48,f,0,0,1,1,0,B,8810
156267,11,NA,123,39,f,0,0,1,0,0,D,9564
156268,11,NA,21,28,m,0,0,1,1,0,C,9276
156269,11,NA,122,24,f,0,0,0,0,0,D,8985
156270,11,NA,10,74,f,1,0,1,0,1,C,9189
156271,11,NA,61,26,f,0,0,0,0,0,C,8258
156272,11,NA,32,33,f,0,0,1,0,0,B,7849
156273,11,NA,46,21,f,0,0,0,0,0,E,7921
156274,11,NA,4,26,m,0,0,1,0,0,D,8918
156275,11,NA,42,20,f,0,0,0,0,0,E,8136
156276,11,NA,14,49,f,0,1,0,0,0,E,7978
156277,11,NA,57,22,f,0,0,0,0,0,E,8766
156278,11,NA,69,18,m,0,0,0,0,0,D,7909
156279,11,NA,79,35,f,1,0,1,0,0,E,7425
156280,11,NA,135,21,f,0,0,0,1,0,C,8759
156281,11,NA,97,21,m,0,0,0,0,0,E,8264
156282,11,NA,15,49,f,0,0,1,0,0,E,6725
156283,11,NA,109,62,f,0,0,0,0,0,E,8642
156284,11,NA,61,22,f,0,0,0,0,0,C,8421
156285,11,NA,50,21,f,0,0,0,0,0,C,8559
156286,11,NA,10,43,f,0,0,0,1,0,E,9666
156287,11,NA,113,55,f,1,0,1,0,0,A,7821
156288,11,NA,121,28,f,0,0,0,0,0,D,8038
156289,11,NA,75,28,NA,0,0,0,0,0,D,8953
156290,11,NA,38,53,f,0,0,0,0,0,C,9577
156291,11,NA,105,67,f,0,0,0,0,0,A,9528
156292,11,NA,25,51,f,0,0,0,0,0,C,8387
156293,11,NA,15,43,m,0,0,1,0,0,E,9303
156294,11,NA,63,44,m,0,0,1,0,4,A,9385
156295,11,NA,98,33,m,0,0,0,1,0,E,4383
156296,11,NA,21,39,m,0,0,0,0,0,E,8462
156297,11,NA,64,29,m,0,0,0,0,0,B,5403
156298,11,NA,4,56,m,0,0,1,0,0,C,9140
156299,11,NA,4,36,f,0,1,1,0,0,E,6701
156300,11,NA,62,56,m,0,0,1,1,0,A,9114
156301,11,NA,67,31,m,0,0,0,0,0,E,7348
156302,11,NA,64,27,f,0,0,0,0,0,E,8617
156303,11,NA,26,73,f,1,0,1,0,1,B,9393
156304,11,NA,35,41,f,0,0,1,0,0,E,9171
156305,11,NA,20,36,f,0,1,0,0,0,E,8744
156306,11,NA,20,53,f,0,0,1,1,0,E,8762
156307,11,NA,26,61,f,0,0,0,0,4,E,8927
156308,11,NA,72,34,f,0,1,1,0,0,E,8857
156309,11,NA,23,23,f,0,0,0,0,0,B,8073
156310,11,NA,95,19,m,0,0,0,0,0,E,7711
156311,11,NA,106,31,f,0,0,0,0,0,C,8611
156312,11,NA,21,31,m,0,0,1,0,0,C,7386
156313,11,NA,87,40,f,0,0,1,0,0,C,9678
156314,11,NA,121,51,m,0,0,0,0,0,E,NA
156315,11,NA,130,28,f,0,0,1,0,0,C,9491
156316,11,NA,58,25,m,0,0,1,0,1,E,4906
156317,11,NA,91,36,m,0,0,0,1,0,C,7195
156318,11,NA,42,36,f,0,0,0,0,0,D,8879
156319,11,NA,15,30,f,0,0,1,0,0,E,7918
156320,11,NA,74,18,f,0,0,0,0,0,E,7520
156321,11,NA,95,28,m,0,0,1,0,0,C,9037
156322,11,NA,118,44,m,0,0,1,0,0,E,8935
156323,11,NA,65,44,f,0,0,1,0,0,E,9186
156324,11,NA,46,21,m,0,0,0,0,0,D,8923
156325,11,NA,58,32,m,0,0,0,0,0,C,8312
156326,11,NA,59,46,f,1,1,1,0,2,C,8176
156327,11,NA,81,21,m,0,0,0,0,0,C,NA
156328,11,NA,67,28,f,0,0,0,0,0,E,7740
156329,11,NA,67,37,f,0,0,0,0,0,C,8852
156330,11,NA,49,34,m,0,0,0,0,0,D,8209
156331,11,NA,90,21,NA,0,0,0,0,0,E,8707
156332,11,NA,14,29,f,0,0,0,0,0,D,7969
156333,11,NA,42,72,m,0,0,0,0,0,A,8993
156334,11,NA,9,54,f,0,0,0,1,0,D,8780
156335,11,NA,80,19,m,0,0,1,0,0,E,7726
156336,11,NA,122,25,m,0,0,0,0,0,B,8068
156337,11,NA,48,49,f,0,1,0,0,1,C,8970
156338,11,NA,47,58,f,0,0,1,0,0,C,9103
156339,11,NA,127,29,f,0,0,1,1,0,A,9246
156340,11,NA,113,31,m,0,0,1,0,0,B,7840
156341,11,NA,69,53,NA,0,0,0,1,0,A,9775
156342,11,NA,135,80,m,1,0,1,1,0,A,8575
156343,11,NA,9,28,f,0,0,0,0,0,E,7135
156344,11,NA,73,57,f,0,0,1,0,0,E,7637
156345,11,NA,86,37,m,0,0,1,0,0,C,8581
156346,11,NA,93,32,NA,0,0,0,0,0,D,6941
156347,11,NA,83,59,f,1,0,1,0,0,B,8588
156348,11,NA,14,55,m,0,0,0,0,0,A,9302
156349,11,NA,107,25,m,0,0,1,0,0,E,8401
156350,11,NA,23,22,f,0,0,0,0,0,B,8606
156351,11,NA,75,49,m,0,0,1,0,0,E,9197
156352,11,NA,58,33,m,0,0,0,0,0,A,8726
156353,11,NA,25,60,f,0,0,1,1,1,C,9174
156354,11,NA,80,19,m,0,0,0,0,0,E,7596
156355,11,NA,120,22,m,0,0,0,0,0,C,8397
156356,11,NA,6,28,f,0,0,1,0,0,A,7918
156357,11,NA,61,22,f,0,0,0,0,0,E,8492
156358,11,NA,53,30,f,0,0,0,0,0,A,9365
156359,11,NA,135,25,m,0,0,0,0,0,C,7049
156360,11,NA,135,18,f,0,0,0,0,0,C,7509
156361,11,NA,94,24,m,0,0,1,0,0,E,8952
156362,11,NA,38,27,m,0,0,1,0,0,E,6671
156363,11,NA,28,40,m,0,0,1,0,1,D,7514
156364,11,NA,122,48,f,0,0,0,0,0,C,8125
156365,11,NA,79,30,f,0,0,0,0,0,C,8402
156366,11,NA,38,27,m,0,0,1,1,0,E,7733
156367,11,NA,43,30,m,0,0,0,0,0,E,7173
156368,11,NA,40,43,NA,0,0,0,0,0,E,7105
156369,11,NA,121,22,m,0,0,0,0,0,C,6591
156370,11,NA,30,69,f,1,0,0,0,0,B,8597
156371,11,NA,97,25,f,0,0,0,0,0,D,8790
156372,11,NA,30,65,m,0,0,0,0,1,E,7867
156373,11,NA,53,27,f,0,0,0,0,0,D,8342
156374,11,NA,130,30,f,0,0,1,0,0,E,7949
156375,11,NA,17,51,m,1,0,1,0,0,E,8755
156376,11,NA,50,55,f,1,0,0,1,9,E,7434
156377,11,NA,38,28,f,0,0,0,0,0,B,9261
156378,11,NA,23,22,f,0,0,0,0,0,E,8054
156379,11,NA,85,26,m,0,0,1,0,0,C,8883
156380,11,NA,1,53,f,0,0,0,0,0,E,9119
156381,11,NA,43,53,m,0,0,1,0,0,C,8690
156382,11,NA,63,44,m,0,0,1,0,0,A,7599
156383,11,NA,86,49,f,1,0,1,0,2,C,9405
156384,11,NA,50,22,f,0,0,1,0,1,A,7985
156385,11,NA,127,33,f,0,0,0,0,0,C,7477
156386,11,NA,26,51,m,0,0,0,0,0,A,9000
156387,11,NA,120,24,m,0,0,0,0,0,B,8059
156388,11,NA,101,27,m,0,0,1,0,0,E,3693
156389,11,NA,58,25,f,0,0,1,0,0,A,9348
156390,11,NA,121,21,f,0,0,0,0,0,C,8403
156391,11,NA,5,67,f,0,0,0,0,0,B,9396
156392,11,NA,102,29,m,0,0,1,0,0,C,8521
156393,11,NA,26,43,m,0,0,1,0,0,E,7561
156394,11,NA,49,27,m,0,0,1,0,0,C,8656
156395,11,NA,103,61,m,0,0,0,0,0,A,8960
156396,11,NA,73,19,f,0,0,0,0,0,E,8537
156397,11,NA,96,27,f,0,0,0,0,0,B,8924
156398,11,NA,103,31,f,0,1,0,0,0,D,9049
156399,11,NA,35,43,f,0,1,1,0,0,D,8468
156400,11,NA,122,20,NA,0,0,0,0,0,C,8011
156401,11,NA,120,20,m,0,0,0,0,0,E,7826
156402,11,NA,25,53,f,0,0,1,0,0,E,7610
156403,11,NA,48,70,f,1,0,0,0,0,A,9032
156404,11,NA,80,22,NA,0,0,0,0,0,C,8411
156405,11,NA,85,30,f,0,0,1,0,0,E,6505
156406,11,NA,11,28,m,0,0,1,0,0,E,8430
156407,11,NA,11,28,f,0,0,0,0,0,B,7127
156408,11,NA,35,54,f,1,0,1,0,0,E,8791
156409,11,NA,120,25,m,0,0,1,0,0,E,8243
156410,11,NA,135,22,f,0,0,1,0,0,B,8368
156411,11,NA,83,29,m,0,0,1,0,0,B,9389
156412,11,NA,94,60,m,0,0,0,1,2,E,8435
156413,11,NA,64,26,f,0,0,1,1,0,E,7386
156414,11,NA,43,31,f,0,0,1,0,0,B,9350
156415,11,NA,11,35,NA,0,0,1,0,0,E,7125
156416,11,NA,4,27,f,0,0,0,1,5,E,4704
156417,11,NA,103,66,f,0,0,0,0,2,A,9156
156418,11,NA,103,26,m,0,0,0,0,0,E,7340
156419,11,NA,25,48,f,0,0,0,0,0,E,8782
156420,11,NA,25,57,m,1,0,0,1,0,C,9452
156421,11,NA,25,74,m,1,0,0,0,0,C,9499
156422,11,NA,25,50,f,0,0,0,0,0,E,9141
156423,11,NA,109,44,f,0,0,0,0,0,D,8359
156424,11,NA,4,36,m,0,0,1,0,0,C,8905
156425,11,NA,103,25,f,0,0,0,0,0,C,8580
156426,11,NA,97,22,f,0,0,0,0,0,E,8416
156427,11,NA,4,53,f,0,0,1,0,0,A,9388
156428,11,NA,80,48,m,0,0,0,1,0,E,8217
156429,11,NA,110,29,f,0,0,0,0,0,D,9277
156430,11,NA,47,54,f,0,0,0,0,0,C,9580
156431,11,NA,123,38,m,0,0,0,0,0,D,7272
156432,11,NA,122,30,f,0,0,0,0,0,E,7316
156433,11,NA,135,29,f,0,0,1,0,0,A,9368
156434,11,NA,60,23,f,0,0,1,0,0,A,8516
156435,11,NA,104,25,f,0,0,0,0,0,C,8907
156436,11,NA,45,65,f,0,0,0,0,0,E,9434
156437,11,NA,45,46,f,0,1,0,0,0,D,8002
156438,11,NA,11,27,f,0,0,1,0,0,C,9054
156439,11,NA,118,39,m,0,0,1,0,0,B,8480
156440,11,NA,49,18,f,0,0,0,0,0,E,7788
156441,11,NA,49,18,f,0,0,0,0,0,E,7711
156442,11,NA,21,32,m,0,0,0,0,0,E,8013
156443,11,NA,63,42,f,0,0,0,0,0,E,8880
156444,11,NA,33,26,f,0,0,1,0,0,C,8738
156445,11,NA,79,21,f,0,0,0,0,0,E,8029
156446,11,NA,103,27,m,0,0,0,0,0,C,7936
156447,11,NA,26,43,m,0,0,0,1,0,E,8493
156448,11,NA,127,25,f,0,0,1,0,0,D,7358
156449,11,NA,97,19,f,0,0,0,0,0,E,8411
156450,11,NA,97,26,f,0,0,0,0,0,C,8728
156451,11,NA,55,24,f,0,0,0,1,0,E,7937
156452,11,NA,22,30,m,0,0,1,0,2,C,8712
156453,11,NA,80,19,f,0,0,0,0,0,E,8493
156454,11,NA,57,33,m,0,0,0,0,1,E,8944
156455,11,NA,37,46,f,0,0,0,0,2,E,7099
156456,11,NA,21,25,m,0,0,1,0,0,D,8338
156457,11,NA,79,20,m,0,0,0,0,0,E,8002
156458,11,NA,8,26,m,0,0,0,0,0,B,7419
156459,11,NA,120,21,m,0,0,0,0,0,E,7881
156460,11,NA,58,28,f,0,0,1,0,0,E,8495
156461,11,NA,94,22,f,0,0,0,0,0,E,8099
156462,11,NA,26,58,f,0,0,0,0,0,D,9203
156463,11,NA,59,51,m,0,0,0,0,0,B,7731
156464,11,NA,98,29,m,0,0,1,0,0,A,9379
156465,11,NA,97,61,f,0,0,1,1,4,D,9610
156466,11,NA,27,18,m,0,0,0,0,0,E,7949
156467,11,NA,37,37,m,0,0,1,0,0,B,9069
156468,11,NA,54,29,f,0,0,0,0,0,E,9312
156469,11,NA,18,46,f,0,0,0,1,0,B,7924
156470,11,NA,58,32,f,0,0,1,1,1,E,7601
156471,11,NA,53,29,f,0,1,0,0,0,B,8996
156472,11,NA,121,19,m,0,0,0,0,0,E,7711
156473,11,NA,94,21,f,0,0,0,0,0,B,8460
156474,11,NA,25,48,m,0,0,1,0,2,D,9254
156475,11,NA,92,44,f,0,0,1,0,0,B,8197
156476,11,NA,78,35,f,0,1,0,0,0,C,8232
156477,11,NA,26,43,f,0,0,1,0,0,A,9504
156478,11,NA,67,39,f,0,0,0,0,0,C,8484
156479,11,NA,121,20,m,0,0,0,0,0,E,8239
156480,11,NA,58,27,m,0,0,1,1,0,C,8326
156481,11,NA,58,27,m,0,0,1,0,0,E,6844
156482,11,NA,121,18,f,0,0,0,0,0,E,7788
156483,11,NA,10,42,f,0,0,1,0,0,A,9684
156484,11,NA,32,35,m,0,0,0,0,0,E,7687
156485,11,NA,43,18,f,0,0,0,0,0,C,5348
156486,11,NA,41,19,f,0,0,1,0,0,D,8438
156487,11,NA,11,29,m,0,0,1,0,0,E,7587
156488,11,NA,123,61,f,0,0,1,0,0,B,9090
156489,11,NA,73,23,f,0,0,0,0,0,C,9093
156490,11,NA,26,68,m,1,0,1,1,0,A,9740
156491,11,NA,34,19,f,0,0,0,0,0,D,7862
156492,11,NA,94,20,m,0,0,0,0,0,E,7981
156493,11,NA,56,35,f,0,1,0,0,0,B,8610
156494,11,NA,120,20,m,0,0,0,0,0,E,8427
156495,11,NA,61,21,f,0,0,1,0,0,E,8578
156496,11,NA,121,18,f,0,0,0,0,0,A,7131
156497,11,NA,120,18,f,0,0,0,0,0,E,7883
156498,11,NA,120,19,f,0,0,0,0,0,E,7080
156499,11,NA,65,44,m,0,0,0,0,1,C,NA
156500,11,NA,33,26,f,0,0,0,0,0,E,7374
156501,11,NA,39,34,f,0,0,0,1,0,D,8951
156502,11,NA,5,53,m,0,0,0,1,0,E,9396
156503,11,NA,66,50,m,0,0,0,0,0,E,7975
156504,11,NA,130,25,m,0,0,1,0,0,C,8512
156505,11,NA,15,70,m,1,0,0,0,3,E,8578
156506,11,NA,20,52,m,0,0,1,0,0,A,9625
156507,11,NA,38,28,m,0,0,1,0,0,E,8798
156508,11,NA,49,29,m,0,0,1,0,2,E,6910
156509,11,NA,31,28,m,0,0,0,0,0,B,9347
156510,11,NA,42,34,m,0,0,0,0,2,E,8119
156511,11,NA,59,64,f,0,0,0,1,0,B,8830
156512,11,NA,15,47,f,0,1,0,0,0,C,8518
156513,11,NA,58,28,m,0,0,0,0,0,C,6526
156514,11,NA,11,29,m,0,0,1,0,0,C,8136
156515,11,NA,11,30,m,0,0,0,0,0,E,7286
156516,11,NA,12,30,f,0,0,0,0,0,B,9057
156517,11,NA,65,32,m,0,0,1,0,0,C,6242
156518,11,NA,97,26,f,0,0,0,0,0,C,8840
156519,11,NA,107,28,f,0,0,1,0,0,E,8647
156520,11,NA,11,31,m,0,0,1,0,0,C,6548
156521,11,NA,113,43,f,0,1,1,0,0,C,8737
156522,11,NA,67,32,f,0,0,0,0,0,D,9087
156523,11,NA,57,18,m,0,0,0,0,0,E,7942
156524,11,NA,26,42,f,0,0,0,0,0,C,9082
156525,11,NA,83,30,m,0,0,1,0,0,B,8874
156526,11,NA,72,28,m,0,0,0,0,0,E,6574
156527,11,NA,122,46,m,0,0,1,0,0,C,8336
156528,11,NA,43,30,f,0,0,1,0,0,C,9095
156529,11,NA,27,51,m,0,0,0,1,0,C,8374
156530,11,NA,35,42,f,0,0,0,0,0,A,9013
156531,11,NA,4,35,m,0,0,0,0,1,A,7965
156532,11,NA,28,29,f,0,0,1,0,0,B,8642
156533,11,NA,71,27,m,0,0,0,0,0,B,7618
156534,11,NA,42,18,f,0,0,0,0,0,E,7707
156535,11,NA,18,42,f,0,0,1,1,0,E,8867
156536,11,NA,47,21,m,0,0,0,0,1,B,8061
156537,11,NA,118,44,m,0,0,0,0,2,E,8275
156538,11,NA,34,49,m,0,0,1,0,0,C,9456
156539,11,NA,18,43,f,0,0,0,0,0,D,9274
156540,11,NA,86,28,f,0,0,0,0,0,D,8960
156541,11,NA,35,28,m,0,1,0,0,0,E,6354
156542,11,NA,135,21,m,0,0,0,0,0,E,5975
156543,11,NA,68,22,NA,0,0,0,0,0,C,8063
156544,11,NA,122,23,m,0,0,0,0,0,C,8940
156545,11,NA,3,27,f,0,0,1,0,0,C,9166
156546,11,NA,26,59,f,1,0,1,0,1,E,8477
156547,11,NA,95,29,f,0,1,1,0,0,E,8490
156548,11,NA,122,55,m,0,0,0,0,0,C,7807
156549,11,NA,26,43,f,0,0,0,0,0,C,9450
156550,11,NA,70,42,m,0,0,0,1,0,A,8611
156551,11,NA,106,25,m,0,0,1,0,0,C,8892
156552,11,NA,4,28,f,0,0,1,0,0,C,9466
156553,11,NA,135,48,f,0,0,0,0,0,E,6688
156554,11,NA,4,27,m,0,0,1,1,0,C,9206
156555,11,NA,69,31,f,0,0,1,0,0,D,9389
156556,11,NA,32,19,f,0,0,0,0,0,E,7707
156557,11,NA,121,21,f,0,0,0,0,0,E,8192
156558,11,NA,135,49,f,0,0,1,0,0,C,6835
156559,11,NA,135,47,m,0,0,1,0,0,E,6792
156560,11,NA,113,26,f,0,0,0,0,0,C,9275
156561,11,NA,59,44,m,0,0,0,0,1,B,9662
156562,11,NA,80,26,m,0,0,1,0,0,E,8559
156563,11,NA,104,42,m,0,0,1,0,0,E,7834
156564,11,NA,43,27,m,0,0,1,0,0,C,8653
156565,11,NA,106,21,f,0,0,1,0,0,C,8781
156566,11,NA,76,58,f,0,0,0,0,0,A,9562
156567,11,NA,81,53,f,0,1,0,0,0,C,9337
156568,11,NA,79,29,m,0,0,1,0,0,B,9123
156569,11,NA,135,18,f,0,0,0,0,0,E,7914
156570,11,NA,125,33,f,0,0,1,0,0,C,8857
156571,11,NA,25,24,m,0,0,0,0,0,E,6849
156572,11,NA,125,32,f,0,0,1,0,0,A,8858
156573,11,NA,38,29,f,0,0,1,0,0,E,7845
156574,11,NA,47,18,f,0,0,0,0,0,E,7788
156575,11,NA,104,27,f,0,0,0,0,0,A,8889
156576,11,NA,66,38,m,0,0,0,1,0,C,8662
156577,11,NA,61,29,m,0,0,1,0,1,E,8639
156578,11,NA,57,20,f,0,0,0,0,0,E,8406
156579,11,NA,25,52,NA,0,0,0,1,0,E,8589
156580,11,NA,121,20,m,0,0,0,0,0,E,8281
156581,11,NA,112,32,m,0,0,1,0,1,C,9627
156582,11,NA,89,37,f,0,0,0,0,0,A,9623
156583,11,NA,121,29,f,0,0,0,0,1,E,9199
156584,11,NA,122,22,f,0,0,0,0,0,E,7992
156585,11,NA,96,22,f,0,0,1,0,0,B,8475
156586,11,NA,78,32,f,0,0,0,1,0,E,8786
156587,11,NA,44,28,m,0,0,1,0,0,E,7007
156588,11,NA,52,30,f,0,0,0,0,0,B,8635
156589,11,NA,20,29,f,0,1,0,0,0,E,2848
156590,11,NA,93,53,m,0,0,1,0,1,C,7749
156591,11,NA,135,19,m,0,0,1,0,0,C,7303
156592,11,NA,11,27,f,0,0,0,0,0,C,8003
156593,11,NA,41,61,m,0,0,0,0,0,E,8413
156594,11,NA,122,22,f,0,0,1,0,0,B,8354
156595,11,NA,22,27,m,0,0,0,0,0,D,7639
156596,11,NA,41,53,f,0,0,0,0,0,A,9608
156597,11,NA,41,58,f,0,0,0,0,0,E,9008
156598,11,NA,95,22,f,0,0,0,0,0,E,8682
156599,11,NA,102,70,f,0,0,0,0,0,C,9489
156600,11,NA,23,18,f,0,0,0,0,0,E,7587
156601,11,NA,20,28,m,0,0,1,0,0,D,7991
156602,11,NA,69,26,m,0,0,1,0,0,D,7652
156603,11,NA,22,25,f,0,0,0,0,0,E,8549
156604,11,NA,69,19,m,0,0,0,0,0,D,7749
156605,11,NA,25,60,m,0,0,0,0,0,D,9377
156606,11,NA,30,18,f,0,0,0,0,0,C,8332
156607,11,NA,83,37,f,0,0,1,0,0,C,9168
156608,11,NA,94,18,m,0,0,0,0,0,E,7711
156609,11,NA,130,56,m,0,0,0,1,0,A,9153
156610,11,NA,65,41,f,0,0,0,1,0,D,9046
156611,11,NA,2,27,f,0,0,0,0,0,E,8080
156612,11,NA,9,26,m,0,0,0,0,0,C,7021
156613,11,NA,73,18,f,0,0,0,0,0,E,7516
156614,11,NA,68,28,f,0,1,0,0,0,C,7208
156615,11,NA,44,18,f,0,0,1,0,0,D,7924
156616,11,NA,95,20,m,0,0,1,0,0,C,7348
156617,11,NA,91,28,m,0,0,1,0,0,C,8752
156618,11,NA,6,30,m,0,0,0,0,0,D,8512
156619,11,NA,125,30,f,0,0,0,0,0,D,9391
156620,11,NA,38,29,f,0,1,1,0,0,C,7731
156621,11,NA,99,30,m,0,0,1,0,0,A,8112
156622,11,NA,40,30,f,0,0,1,0,0,A,9096
156623,11,NA,32,54,m,0,0,0,1,1,B,9250
156624,11,NA,51,48,m,0,0,1,0,0,D,9553
156625,11,NA,51,18,f,0,0,0,0,0,E,2438
156626,11,NA,57,21,f,0,0,0,0,1,C,9077
156627,11,NA,54,28,f,0,0,0,0,0,E,7424
156628,11,NA,41,71,f,1,0,0,1,3,E,8920
156629,11,NA,90,56,m,0,0,0,0,0,E,8731
156630,11,NA,74,50,f,0,0,0,0,0,B,9522
156631,11,NA,87,46,f,0,0,0,0,0,A,8787
156632,11,NA,102,52,f,0,0,1,0,2,C,5511
156633,11,NA,32,29,f,0,0,1,0,0,E,8302
156634,11,NA,22,19,m,0,0,0,0,0,D,8574
156635,11,NA,38,28,f,0,0,1,0,0,E,8457
156636,11,NA,79,54,f,0,0,0,1,0,E,7243
156637,11,NA,1,53,m,0,0,0,1,1,C,9164
156638,11,NA,22,34,f,0,1,0,0,1,E,7742
156639,11,NA,21,38,m,0,0,1,0,0,E,8985
156640,11,NA,4,47,f,0,0,1,0,2,C,9514
156641,11,NA,74,21,f,0,0,1,0,0,C,8608
156642,11,NA,2,26,f,0,0,0,0,0,B,9036
156643,11,NA,71,30,m,0,0,0,0,0,E,7867
156644,11,NA,25,18,f,0,0,0,0,0,E,7348
156645,11,NA,31,33,m,0,0,0,1,1,E,8296
156646,11,NA,46,27,f,0,0,1,0,0,A,8850
156647,11,NA,41,25,m,0,0,1,1,0,A,7998
156648,11,NA,5,32,f,0,0,0,0,0,C,8879
156649,11,NA,134,34,m,0,0,1,1,0,E,8708
156650,11,NA,21,28,f,0,0,1,0,0,A,9167
156651,11,NA,87,27,m,0,0,1,0,0,D,9323
156652,11,NA,26,35,f,0,0,1,0,0,E,9256
156653,11,NA,16,19,f,0,0,0,0,0,B,8192
156654,11,NA,95,21,m,0,0,0,0,0,E,7957
156655,11,NA,92,27,m,0,0,0,0,0,E,8202
156656,11,NA,38,24,f,0,0,0,0,0,A,9374
156657,11,NA,34,32,m,0,0,1,0,0,D,9285
156658,11,NA,121,46,f,1,0,0,0,0,A,8980
156659,11,NA,78,64,f,0,0,1,0,0,A,9753
156660,11,NA,120,50,m,0,0,0,0,0,C,8906
156661,11,NA,6,29,f,0,0,1,0,0,D,8518
156662,11,NA,91,56,f,0,0,1,0,0,C,9329
156663,11,NA,44,26,m,0,0,0,0,0,C,8635
156664,11,NA,3,26,m,0,0,1,0,0,C,6762
156665,11,NA,93,30,f,0,0,0,0,0,E,8099
156666,11,NA,94,18,f,0,0,0,0,0,E,7348
156667,11,NA,48,31,f,0,0,0,0,0,E,9349
156668,11,NA,25,20,m,0,0,0,0,0,E,8115
156669,11,NA,74,18,m,0,0,0,0,0,E,8055
156670,11,NA,25,21,m,0,0,1,0,0,E,7715
156671,11,NA,125,32,f,0,1,0,0,0,B,8628
156672,11,NA,20,38,m,0,0,0,0,0,C,8175
156673,11,NA,100,27,f,0,0,1,0,0,E,7303
156674,11,NA,85,38,f,0,0,0,1,0,E,5899
156675,11,NA,38,22,f,0,0,0,1,0,A,9146
156676,11,NA,121,45,m,0,0,0,0,0,E,7888
156677,11,NA,122,19,f,0,0,0,0,0,E,7788
156678,11,NA,14,29,f,0,1,0,0,0,A,9133
156679,11,NA,122,18,f,0,0,0,0,0,E,8337
156680,11,NA,11,23,m,0,0,0,0,0,D,7981
